EEP,log10_isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],u_sdss,g_sdss,r_sdss,i_sdss,z_sdss,phase
272,9.39,0.41474456968463547,0.4147418381670278,3.556592979011164,4.878537862929562,-1.6424324462177193,0.01,0.050054,13.728842,11.196346,9.788222,8.949832,8.438326,0.0
273,9.39,0.4322697175031074,0.4322667241343849,3.5601974973279895,4.864098333031313,-1.5959343657059935,0.01,0.049444,13.571159,11.030729,9.625427,8.816792,8.322716,0.0
274,9.39,0.4506403145604203,0.45063703170556246,3.5639605116582476,4.848916245423747,-1.547207808757216,0.01,0.048765,13.406971,10.858566,9.456221,8.678068,8.201764,0.0
275,9.39,0.46596773837074196,0.4659641805551526,3.5672382071445705,4.835215297403239,-1.5056667687061585,0.01,0.048178,13.2686,10.711767,9.312348,8.560081,8.098866,0.0
276,9.39,0.47908007454359797,0.4790762415732066,3.570294469615505,4.822587389400997,-1.4690010453198177,0.01,0.047679,13.144386,10.58066,9.184513,8.455717,8.008243,0.0
277,9.39,0.4922220510677654,0.4922179231560597,3.5733886119554388,4.809872693679966,-1.4321493778480243,0.01,0.047166,13.019116,10.449103,9.057068,8.351237,7.917332,0.0
278,9.39,0.5053120852745677,0.5053076461507261,3.576475600614458,4.7971733202772,-1.3954111936546056,0.01,0.04663,12.894356,10.318627,8.93143,8.247631,7.827036,0.0
279,9.39,0.5183122364763486,0.5183074445031246,3.5798464035750337,4.784435331645768,-1.3581657857581981,0.01,0.046142,12.766596,10.184544,8.802867,8.142255,7.736233,0.0
280,9.39,0.5307132806081489,0.5307081141818051,3.583290563143454,4.772322751938157,-1.3221675830340378,0.01,0.045692,12.642072,10.053721,8.67811,8.040316,7.649131,0.0
281,9.39,0.5430839778572873,0.543078416965891,3.586735868290515,4.760231437111834,-1.2862366697989993,0.01,0.045224,12.518084,9.92383,8.55492,7.939124,7.562621,0.0
282,9.39,0.5553777596137812,0.5553717842652819,3.5901680763209547,4.748219136535402,-1.2505035357389542,0.01,0.044735,12.394398,9.795014,8.433591,7.838968,7.476753,0.0
283,9.39,0.5668517649492283,0.5668453510457085,3.5936993041358236,4.737400995782324,-1.2167311553836635,0.01,0.04427,12.273159,9.669927,8.317208,7.743694,7.395933,0.0
284,9.39,0.5773890083992865,0.5773821585369838,3.597090258492402,4.7276954179835995,-1.1855459340802135,0.01,0.043836,12.157875,9.552608,8.209393,7.655568,7.321352,0.0
285,9.39,0.5872539555850593,0.5872466721738074,3.600366187824289,4.718838045722645,-1.1562553752323579,0.01,0.04343,12.046086,9.440763,8.107942,7.572671,7.251184,0.0
286,9.39,0.5967799188499854,0.596772194888177,3.6035428673847383,4.710300698904783,-1.1279396212472532,0.01,0.043027,11.935255,9.331785,8.010303,7.492622,7.183033,0.0
287,9.39,0.6064789672728688,0.6064707714752555,3.6067854346797956,4.701612483552583,-1.099081126491573,0.01,0.042601,11.820787,9.220341,7.911639,7.411298,7.113552,0.0
