EEP,log10_isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],u_sdss,g_sdss,r_sdss,i_sdss,z_sdss,phase
525,9.39,1.5527007327221827,1.550979607440992,3.658700517939047,2.4671033770992765,1.7510224367213942,0.01,0.068123,3.760978,1.395004,0.454942,0.170168,0.012631,2.0
526,9.39,1.553768491413985,1.5519433998831966,3.6576369535551856,2.443603977003738,1.7705398798133958,0.01,0.068129,3.739813,1.357088,0.41064,0.123508,-0.035984,2.0
527,9.39,1.5545167631423031,1.5526151618197304,3.6564375110336798,2.418681135720483,1.790853575334706,0.01,0.068132,3.720127,1.318686,0.365023,0.075197,-0.086525,2.0
528,9.39,1.5550629905008284,1.5531022091953102,3.6551572114069413,2.393133672998283,1.8114152160844075,0.01,0.068135,3.701997,1.28065,0.319245,0.026505,-0.137624,2.0
529,9.39,1.555442285102617,1.5534368926603748,3.653803792623716,2.3671335641635864,1.8320946997976613,0.01,0.068138,3.685603,1.243268,0.27362,-0.022248,-0.188949,2.0
530,9.39,1.5557564401428525,1.553710929224961,3.6524163587206324,2.340981052809769,1.8527737087883405,0.01,0.068149,3.670345,1.206439,0.22826,-0.070856,-0.240206,2.0
531,9.39,1.5560546326092763,1.5539678839520248,3.6510258499360417,2.314805590709608,1.8734586342607789,0.01,0.068192,3.655527,1.169768,0.182947,-0.11943,-0.291398,2.0
532,9.39,1.556346188636426,1.5542158131548254,3.649606849351136,2.2885599883566887,1.894097242695475,0.01,0.068243,3.641819,1.133644,0.137943,-0.167775,-0.342382,2.0
533,9.39,1.556626362495145,1.5544507400471084,3.6481706899625,2.2622582662034016,1.9147197087121752,0.01,0.068294,3.628884,1.097884,0.093139,-0.215983,-0.393242,2.0
534,9.39,1.556896314381743,1.554673629786995,3.6467247214340706,2.2359289674389577,1.9353271555479867,0.01,0.068342,3.616527,1.062409,0.048516,-0.264063,-0.443985,2.0
535,9.39,1.5571552896907697,1.5548838088807333,3.6452904857797765,2.2096274339591204,1.9559502351930704,0.01,0.068386,3.604144,1.026911,0.003905,-0.312139,-0.494707,2.0
536,9.39,1.5574059894407253,1.555083462015173,3.6438350612850665,2.1832650168155077,1.9765465149244825,0.01,0.068428,3.592613,0.991864,-0.040409,-0.360015,-0.545286,2.0
537,9.39,1.5576469244520772,1.5552714079892336,3.6423717466137577,2.1568834628087545,1.9971271093188474,0.01,0.068469,3.581591,0.957107,-0.084501,-0.407741,-0.595758,2.0
538,9.39,1.5578787370692022,1.5554481681401808,3.640910004360428,2.130502996281313,2.0177097913993234,0.01,0.068505,3.570787,0.922494,-0.128451,-0.455381,-0.646178,2.0
539,9.39,1.5581030472160697,1.5556149090943308,3.6394267145656656,2.104061962963928,2.038264062599083,0.01,0.068541,3.560844,0.888376,-0.172047,-0.502789,-0.696454,2.0
540,9.39,1.5583181246999143,1.5557703755114953,3.6379300937692713,2.077581726388157,2.058801072498121,0.01,0.068575,3.551535,0.854649,-0.215341,-0.550005,-0.746621,2.0
541,9.39,1.5585257515636561,1.5559158303165948,3.636409743680123,2.051043747776085,2.079298120373888,0.01,0.068607,3.543185,0.821512,-0.2582,-0.596931,-0.796612,2.0
542,9.39,1.558725753427212,1.5560511215941084,3.6348998020370664,2.0245234671998387,2.0998162735947075,0.01,0.068637,3.534788,0.788415,-0.300961,-0.643814,-0.846611,2.0
543,9.39,1.55891810371007,1.5561762273006485,3.633356786881831,1.9979210478518907,2.1202814362870286,0.01,0.068668,3.527804,0.756127,-0.343172,-0.690334,-0.896398,2.0
544,9.39,1.5591026467070603,1.5562910800939118,3.631804305800335,1.9712894284920206,2.140735080207529,0.01,0.068695,3.523421,0.724667,-0.385091,-0.736708,-0.946151,2.0
545,9.39,1.559281010815433,1.5563965670101472,3.6302492247578044,1.9446499155612467,2.1611835238897132,0.01,0.06872,3.519482,0.693528,-0.426726,-0.782905,-0.99583,2.0
546,9.39,1.5594524761137294,1.5564922813065734,3.628688412184796,1.9179974649704143,2.1816192234947103,0.01,0.068746,3.516092,0.662793,-0.468026,-0.828891,-1.045413,2.0
547,9.39,1.5596171527981242,1.5565783507259825,3.627108781687328,1.8912854702407536,2.202036513102846,0.01,0.068767,3.513777,0.632611,-0.509036,-0.874653,-1.094862,2.0
548,9.39,1.5597758655721252,1.5566552164047742,3.6255068692163475,1.8645230793073224,2.2224125131133685,0.01,0.068791,3.513009,0.603018,-0.549915,-0.920208,-1.144096,2.0
549,9.39,1.5599292515514565,1.5567231405059379,3.6239160469771745,1.8377838889764002,2.2428071860891,0.01,0.068812,3.512639,0.573432,-0.59094,-0.965806,-1.193308,2.0
550,9.39,1.5600767784740661,1.5567818415851384,3.6223157121862792,1.8110139240279943,2.2631920191090202,0.01,0.068831,3.513195,0.544219,-0.631806,-1.011282,-1.242405,2.0
551,9.39,1.5602192513328945,1.5568316159245574,3.6206925058007613,1.784186622160747,2.2835402189967993,0.01,0.068851,3.515001,0.515639,-0.672334,-1.056504,-1.291309,2.0
552,9.39,1.560356334430005,1.5568723377263656,3.6190674231426634,1.7573528338025972,2.303884882039847,0.01,0.068871,3.517298,0.487351,-0.712669,-1.101604,-1.34013,2.0
553,9.39,1.560488248378101,1.5569040657096171,3.617417640691875,1.7304511953974178,2.3241960933182044,0.01,0.068889,3.520701,0.459766,-0.752513,-1.146402,-1.388766,2.0
554,9.39,1.5606155466786458,1.5569268813718078,3.61575551061992,1.7035149648523602,2.3444900268485314,0.01,0.068906,3.524711,0.432694,-0.791847,-1.190958,-1.437278,2.0
555,9.39,1.5607383844623761,1.5569407960040886,3.6140801676665264,1.6765464460191248,2.3647609190727907,0.01,0.068923,3.52927,0.406192,-0.830597,-1.235229,-1.485651,2.0
556,9.39,1.5608568066878479,1.5569457336659296,3.612383562248828,1.6495253148946525,2.3849968751301422,0.01,0.068938,3.534527,0.380432,-0.868632,-1.279125,-1.533848,2.0
557,9.39,1.5609708881999897,1.55694169720187,3.6106797120008864,1.622477443366105,2.405228093682658,0.01,0.068955,3.539911,0.355165,-0.906318,-1.322749,-1.581965,2.0
558,9.39,1.5610810960140422,1.5569285801855168,3.6089939949821654,1.595489263443498,2.425469624132437,0.01,0.06897,3.544547,0.329989,-0.943639,-1.366226,-1.630082,2.0
559,9.39,1.5611870912061425,1.5569064570677253,3.607271739059747,1.5683912915465896,2.4456722835618003,0.01,0.068985,3.550019,0.305882,-0.979929,-1.409166,-1.677996,2.0
560,9.39,1.5612896339139157,1.556875055936925,3.605564599658065,1.541355071251153,2.4658710717806427,0.01,0.068998,3.554672,0.281991,-1.015651,-1.451862,-1.725876,2.0
561,9.39,1.5613887933129975,1.55683424412017,3.603842509786332,1.5142691085160118,2.486057178100428,0.01,0.069012,3.559289,0.25883,-1.050431,-1.494126,-1.773657,2.0
562,9.39,1.561484168358238,1.5567841537572267,3.6021003154543276,1.487133295807419,2.5062101310231437,0.01,0.069025,3.565114,0.23682,-1.083964,-1.53585,-1.821327,2.0
563,9.39,1.5615763695786016,1.5567243860694093,3.6003442599090896,1.4599632037203238,2.526339220065679,0.01,0.069039,3.572511,0.215663,-1.116682,-1.577234,-1.868962,2.0
564,9.39,1.5616651870001315,1.55665504759859,3.598576720091491,1.4327672481846088,2.546445567538274,0.01,0.069052,3.58059,0.194831,-1.149534,-1.618456,-1.916532,2.0
565,9.39,1.5617510860782944,1.556575660357479,3.5968020161297187,1.405548804892578,2.566542942611462,0.01,0.069063,3.589129,0.174309,-1.182437,-1.65953,-1.964056,2.0
566,9.39,1.5618341311200374,1.5564860592153962,3.5950182138560653,1.3783030933042595,2.5866283431185306,0.01,0.069075,3.598094,0.154215,-1.215304,-1.700398,-2.011503,2.0
567,9.39,1.5619143505153779,1.5563860977455657,3.5932237989567364,1.3510475880440715,2.6066781958214307,0.01,0.069086,3.607474,0.134719,-1.247751,-1.740959,-2.058787,2.0
568,9.39,1.5619920813308656,1.5562751369137466,3.5914281992252475,1.3237783434668797,2.6267339764884796,0.01,0.069098,3.616832,0.115647,-1.279793,-1.781299,-2.106007,2.0
569,9.39,1.5620670322404857,1.5561535120177954,3.589613188716507,1.2964514218979155,2.6467668140390046,0.01,0.06911,3.62663,0.097477,-1.310967,-1.821168,-2.153041,2.0
570,9.39,1.5621396458115189,1.5560203636092105,3.587786922754365,1.2691084811747708,2.6667674300388096,0.01,0.069119,3.636546,0.080185,-1.341125,-1.860504,-2.199857,2.0
571,9.39,1.5622097878095889,1.5558757368002196,3.585955971376286,1.2417588942557973,2.686752742975756,0.01,0.06913,3.646256,0.063708,-1.370173,-1.899579,-2.246493,2.0
572,9.39,1.5622776429638792,1.5557191114358864,3.584132746974035,1.2144413894351995,2.7067335288376744,0.01,0.06914,3.65529,0.047875,-1.398088,-1.938271,-2.29298,2.0
573,9.39,1.562343380082273,1.5555498530044043,3.5823016173034348,1.1870666337799414,2.7267364102244667,0.01,0.06915,3.663907,0.032997,-1.424534,-1.97643,-2.339341,2.0
574,9.39,1.5624068908838875,1.5553681241099349,3.5804602746435994,1.1596849276994752,2.7467019048471553,0.01,0.06916,3.672167,0.019367,-1.449094,-2.013757,-2.385408,2.0
575,9.39,1.5624684427606872,1.5551727821118313,3.5786118987864106,1.1322857906948047,2.7666528851593664,0.01,0.069167,3.679814,0.006967,-1.471629,-2.050482,-2.431228,2.0
576,9.39,1.5625279883276932,1.5549638814697575,3.5767491688593926,1.1048423864280417,2.7865869247896917,0.01,0.069176,3.686907,-0.003943,-1.491765,-2.086385,-2.476768,2.0
577,9.39,1.5625856082646932,1.5547407620266118,3.574866084232127,1.0773550354830508,2.8064795082009617,0.01,0.069186,3.693487,-0.013057,-1.509045,-2.121274,-2.521935,2.0
578,9.39,1.562641284688834,1.5545034162865488,3.572978776770978,1.0498637448296155,2.826355156870178,0.01,0.069195,3.699027,-0.020835,-1.52375,-2.155369,-2.56691,2.0
579,9.39,1.562695209516999,1.5542507366687603,3.5710835292768377,1.0223852464025374,2.8461819557187242,0.01,0.069202,3.703904,-0.027869,-1.536637,-2.189013,-2.612014,2.0
580,9.39,1.56274750502284,1.5539817645416725,3.569194782890569,0.9948963415381605,2.8660405968684923,0.01,0.06921,3.708037,-0.034623,-1.548339,-2.22257,-2.657494,2.0
581,9.39,1.5627982051071718,1.553695917878684,3.567301111494178,0.9673905382653234,2.8858917011720946,0.01,0.069219,3.712887,-0.040295,-1.558388,-2.2558,-2.703208,2.0
582,9.39,1.5628473186432712,1.553392877549889,3.5653915856026925,0.939865508212649,2.905693792252115,0.01,0.069225,3.717241,-0.044937,-1.566767,-2.288443,-2.748827,2.0
583,9.39,1.5628948815578199,1.5530719867390737,3.563476316291137,0.9123283262990178,2.925480048753175,0.01,0.069233,3.72084,-0.048731,-1.57376,-2.320597,-2.794354,2.0
584,9.39,1.5629410858911876,1.55273157691338,3.5615554130347684,0.884748411758964,2.945281021682515,0.01,0.069239,3.723664,-0.051605,-1.579399,-2.352253,-2.839758,2.0
585,9.39,1.562985904130509,1.5523711366727277,3.559631578478145,0.8571472136718462,2.965085920688664,0.01,0.069248,3.725722,-0.053434,-1.583645,-2.383317,-2.88491,2.0
586,9.39,1.5630293850287613,1.551989871950938,3.557697168940879,0.8295218678097607,2.984866811595824,0.01,0.069254,3.72728,-0.053757,-1.586106,-2.413526,-2.929605,2.0
587,9.39,1.5630711142604397,1.5515910818926322,3.555749556471352,0.801831281527331,3.004655198339016,0.01,0.06926,3.728379,-0.052369,-1.586635,-2.442806,-2.973792,2.0
588,9.39,1.563112083964324,1.5511648572806447,3.553791618993947,0.7741307521977641,3.0244045104136714,0.01,0.069268,3.729131,-0.048952,-1.584949,-2.470916,-3.017229,2.0
589,9.39,1.563151904195141,1.5507140200602736,3.5518306199697203,0.7464034216068457,3.044161443745784,0.01,0.069274,3.72938,-0.043565,-1.581151,-2.497909,-3.059921,2.0
590,9.39,1.5631905136103554,1.5502385960675569,3.5498540655071285,0.7186521394305792,3.063873175924034,0.01,0.06928,3.729555,-0.035415,-1.57444,-2.523324,-3.101551,2.0
591,9.39,1.5632280271807624,1.549736457383173,3.5478730422874794,0.6908735044937372,3.0835868506407196,0.01,0.069287,3.729465,-0.024605,-1.564933,-2.54723,-3.142127,2.0
592,9.39,1.563264416305427,1.5492073100348112,3.545886316067941,0.6630975843743654,3.103267377715694,0.01,0.069292,3.729309,-0.010664,-1.552137,-2.569324,-3.181408,2.0
593,9.39,1.5632998203755155,1.5486481631129938,3.543900246686819,0.6353000498303232,3.1229636701735997,0.01,0.069297,3.729007,0.006447,-1.535985,-2.589616,-3.219413,2.0
594,9.39,1.5633342063456617,1.548058669412637,3.5419102186477,0.607506937415683,3.1426311296767606,0.01,0.069305,3.728685,0.028555,-1.513498,-2.607283,-3.25575,2.0
595,9.39,1.5633676707095978,1.5474360633838278,3.5399197130180644,0.5796914461718723,3.162309687718261,0.01,0.06931,3.728131,0.056051,-1.483589,-2.622278,-3.290424,2.0
596,9.39,1.5634002001652318,1.546779549663421,3.5379205083763554,0.5518716411983441,3.181948163342285,0.01,0.069315,3.727602,0.088919,-1.446381,-2.634533,-3.323583,2.0
597,9.39,1.5634318174011523,1.5460876661779959,3.5359235908016857,0.5240683457994417,3.2015692551617843,0.01,0.069321,3.726876,0.126198,-1.403046,-2.644516,-3.355332,2.0
598,9.39,1.5634626204356277,1.545356869635689,3.5339231437449365,0.49623048666233804,3.2211997542993416,0.01,0.069326,3.726053,0.167527,-1.354179,-2.652482,-3.385882,2.0
599,9.39,1.5634926097856816,1.5445857488099242,3.5319054178584577,0.4683437178937191,3.2407985991748496,0.01,0.06933,3.725607,0.212593,-1.300484,-2.658863,-3.415523,2.0
600,9.39,1.5635218489702198,1.5437710187011089,3.5299008006156654,0.4404783833273241,3.260416051576147,0.01,0.069337,3.724574,0.25944,-1.243895,-2.664222,-3.444521,2.0
601,9.39,1.5635503324899311,1.5429113763637359,3.5278678791207194,0.41254781355305886,3.279972754523754,0.01,0.069341,3.723798,0.309779,-1.182656,-2.667616,-3.472352,2.0
602,9.39,1.5635781748221351,1.5420011541357912,3.5258353009371595,0.38461081187767826,3.299522859667697,0.01,0.069346,3.722688,0.361637,-1.119213,-2.67001,-3.499528,2.0
603,9.39,1.563605507021167,1.5410336636290405,3.5237906419095313,0.356639490800968,3.319042658969358,0.01,0.06935,3.721486,0.415266,-1.053525,-2.671208,-3.525918,2.0
604,9.39,1.5636327521728712,1.5399889556610287,3.521742508942112,0.3285953815485396,3.338599363210052,0.01,0.069355,3.719923,0.46965,-0.987013,-2.671733,-3.551837,2.0
605,9.39,1.5636633716932535,1.5387141534814672,3.519696800140401,0.3005033181464588,3.358148509161771,0.01,0.069361,3.718012,0.52424,-0.920621,-2.671736,-3.577268,3.0
606,9.39,1.5636641802602953,1.5386793596829174,3.5199884732853852,0.3042499952343502,3.3555586982427252,0.01,0.069361,3.718,0.51595,-0.930594,-2.672281,-3.574175,3.0
607,9.39,1.5636641919794014,1.5386788873124786,3.524576099680566,0.3638929495288346,3.3142661157745823,0.01,0.069361,3.717668,0.387723,-1.086237,-2.677897,-3.522753,3.0
608,9.39,1.563664217030634,1.5386781796337867,3.537890416022964,0.5402127899643405,3.191203340937082,0.01,0.069361,3.712591,0.067088,-1.470073,-2.657604,-3.346476,3.0
609,9.39,1.5636642517176924,1.5386775957455945,3.5510806094595804,0.716705832544406,3.0674709071736537,0.01,0.069361,3.701905,-0.080617,-1.621863,-2.548278,-3.115453,3.0
610,9.39,1.5636643063598785,1.5386770529438938,3.564033421862907,0.8927220630582322,2.9432657729275054,0.01,0.069361,3.677883,-0.106288,-1.633718,-2.371114,-2.839971,3.0
611,9.39,1.5636643954769245,1.538676545512516,3.576734395101047,1.0681746625227602,2.818616923043096,0.01,0.069361,3.626174,-0.083461,-1.574163,-2.167137,-2.556601,3.0
612,9.39,1.5636645435810888,1.5386760875932013,3.5891241658209183,1.2428743103487316,2.6934762286906087,0.01,0.069361,3.548382,-0.009998,-1.424454,-1.935806,-2.26889,3.0
613,9.39,1.5636647941596362,1.5386757128499735,3.6013073964419187,1.4171040953205565,2.5679792602723754,0.01,0.069361,3.462972,0.09667,-1.231688,-1.686725,-1.974662,3.0
614,9.39,1.5636652226504255,1.5386754911761686,3.613114625413188,1.5904188115460938,2.4418933972273864,0.01,0.069361,3.392462,0.227817,-1.017634,-1.424669,-1.677191,3.0
615,9.39,1.563665964967562,1.538675552401116,3.6246299601918226,1.7629971130872626,2.315376452019133,0.01,0.069362,3.336798,0.383351,-0.778099,-1.150052,-1.375767,3.0
616,9.39,1.5636672569908008,1.5386761327394463,3.6358601370160795,1.9348638413828627,2.188430594936193,0.01,0.069362,3.315413,0.556396,-0.529319,-0.868647,-1.069325,3.0
617,9.39,1.5636694315130022,1.5386775949754203,3.6469371320317636,2.106321076408102,2.0612817530484304,0.01,0.069361,3.325358,0.746106,-0.26909,-0.580085,-0.759373,3.0
618,9.39,1.563672509867747,1.5386800782930825,3.6577463413417552,2.277039617423858,1.9338007499534111,0.01,0.069362,3.363858,0.949788,-1.98E-4,-0.285985,-0.445058,3.0
619,9.39,1.5636762428264923,1.5386834089401273,3.6670574789666843,2.4434926698025174,1.8045931867652811,0.01,0.069361,3.457111,1.181934,0.285253,0.019381,-0.123243,3.0
620,9.39,1.5636819206816939,1.538688687318525,3.663978414551564,2.4112643960424167,1.8245066933387446,0.01,0.069361,3.477342,1.161144,0.247648,-0.024785,-0.172698,3.0
621,9.39,1.5636873743460762,1.5386935878580499,3.6552686209543843,2.2673747972770784,1.9335584890501647,0.01,0.069361,3.421017,0.975548,0.011697,-0.279893,-0.443628,3.0
622,9.39,1.5637000525326767,1.5387035011720018,3.6492189707902005,2.160902248740898,2.0158352393023895,0.01,0.069362,3.374418,0.834581,-0.166157,-0.471846,-0.646947,3.0
623,9.39,1.5637096453261048,1.5387114254023815,3.6563366098400385,2.268346753218661,1.9368635066183422,0.01,0.069361,3.38893,0.956392,-0.001518,-0.290565,-0.452275,3.0
624,9.39,1.5637222599170815,1.538722710049155,3.666190255955951,2.4319715118665433,1.8126565130603596,0.01,0.069361,3.457,1.169903,0.268443,7.49E-4,-0.143343,3.0
625,9.39,1.5637453783081552,1.5387439867540162,3.662886489536719,2.3793750898314077,1.852043853425897,0.01,0.069361,3.437582,1.103012,0.182986,-0.0917,-0.241507,3.0
626,9.39,1.5637680391425084,1.5387646921845397,3.670361251611679,2.483776658232825,1.7775471602171349,0.01,0.069361,3.449971,1.219097,0.340423,0.081416,-0.055752,3.0
627,9.39,1.5638023973711486,1.5387972751669414,3.6710816801963104,2.507691852712135,1.7565228439578076,0.01,0.06936,3.484107,1.264973,0.390514,0.132922,-0.003108,3.0
628,9.39,1.5638425348061908,1.538835142898939,3.6746658615392667,2.558607533059109,1.7199546001571118,0.01,0.069362,3.497463,1.324554,0.469125,0.218733,0.08835,3.0
629,9.39,1.5638789474994583,1.5388697084449046,3.6693074715811593,2.468843888192767,1.7882943736562296,0.01,0.069361,3.447171,1.201896,0.317439,0.056265,-0.082615,3.0
630,9.39,1.5639367766742531,1.5389242026873098,3.670556912952219,2.495074264736657,1.7670771856367258,0.01,0.069361,3.47017,1.243366,0.36599,0.107353,-0.029517,3.0
631,9.39,1.5639950804422351,1.538979092373513,3.6728161144232896,2.5255873228646673,1.7456163468524364,0.01,0.069362,3.474301,1.276794,0.411437,0.157376,0.024121,3.0
632,9.39,1.5639952581029244,1.5389792603193564,3.672821963366327,2.525678863860892,1.7455482490487806,0.01,0.069362,3.47434,1.276911,0.411586,0.157537,0.024291,3.0
633,9.39,1.563995267326744,1.5389792690412971,3.672822279608807,2.5256838808808117,1.7455444994597415,0.01,0.069362,3.474344,1.276918,0.411595,0.157546,0.0243,3.0
634,9.39,1.5639952724734196,1.5389792739098804,3.6728224619906595,2.5256867936385134,1.745542317601757,0.01,0.069362,3.474345,1.276922,0.411599,0.157551,0.024306,3.0
635,9.39,1.5639952765603153,1.5389792777758384,3.6728226118852385,2.5256891205813754,1.7455405913268782,0.01,0.069362,3.474344,1.276924,0.411603,0.157555,0.02431,3.0
636,9.39,1.5639952800487449,1.5389792810765475,3.6728227458573377,2.525691196667461,1.7455390520587717,0.01,0.069362,3.474348,1.276928,0.411607,0.157559,0.024314,3.0
637,9.39,1.5639952833218707,1.5389792841738503,3.672822867528293,2.525693229596028,1.7455375066861003,0.01,0.069362,3.474346,1.276929,0.41161,0.157562,0.024318,3.0
638,9.39,1.563995286533606,1.5389792872133574,3.6728229783052235,2.525695215529067,1.7455359647163156,0.01,0.069362,3.47435,1.276933,0.411613,0.157566,0.024321,3.0
639,9.39,1.563995289794339,1.5389792902996184,3.6728231142406464,2.5256972346840922,1.7455344901713719,0.01,0.069362,3.474349,1.276935,0.411616,0.15757,0.024325,3.0
640,9.39,1.5639952931068097,1.53897929343507,3.6728232412601214,2.5256993088506112,1.7455329249648326,0.01,0.069362,3.474353,1.276939,0.411621,0.157574,0.024329,3.0
641,9.39,1.563995296521424,1.5389792966676799,3.6728233897919957,2.525701511116825,1.745531317735133,0.01,0.069362,3.474352,1.276941,0.411624,0.157577,0.024333,3.0
642,9.39,1.5639953001417721,1.538979300095283,3.672823517758374,2.525703803337522,1.7455295383436211,0.01,0.069362,3.474355,1.276945,0.411628,0.157582,0.024338,3.0
643,9.39,1.5639953039635346,1.538979303713995,3.672823681226287,2.5257062576198104,1.745527738949975,0.01,0.069362,3.474355,1.276948,0.411632,0.157586,0.024342,3.0
644,9.39,1.563995308079124,1.5389793076112994,3.6728238586911695,2.525709077598364,1.7455256299259228,0.01,0.069362,3.474355,1.276951,0.411636,0.157591,0.024348,3.0
645,9.39,1.563995312541246,1.5389793118372004,3.6728240518417334,2.525712032704413,1.7455234486090565,0.01,0.069362,3.474355,1.276954,0.411641,0.157596,0.024353,3.0
646,9.39,1.5639953174013115,1.5389793164405268,3.6728242529035953,2.5257153682477647,1.7455209186056322,0.01,0.069362,3.474361,1.27696,0.411647,0.157602,0.024359,3.0
647,9.39,1.563995322761221,1.53897932151794,3.6728244738868225,2.525719109641584,1.7455180625697733,0.01,0.069362,3.474363,1.276965,0.411653,0.157609,0.024366,3.0
648,9.39,1.5639953287187434,1.5389793271624899,3.6728247482327046,2.5257233831339008,1.745514888044338,0.01,0.069362,3.474361,1.276969,0.41166,0.157616,0.024374,3.0
649,9.39,1.5639953354569107,1.5389793335483186,3.6728250671067566,2.5257283449876926,1.7455112034766138,0.01,0.069362,3.474365,1.276976,0.411668,0.157625,0.024383,3.0
650,9.39,1.5639953433092195,1.5389793409932537,3.672825437545148,2.5257344397951895,1.7455065925066195,0.01,0.069362,3.47437,1.276985,0.411678,0.157636,0.024395,3.0
651,9.39,1.5639953530427722,1.5389793502288043,3.672825929434361,2.5257426066727113,1.7455003957649857,0.01,0.069362,3.474376,1.276997,0.411692,0.157651,0.024411,3.0
652,9.39,1.5639953668801352,1.5389793633762305,3.6728267872990554,2.525756125685332,1.7454903118665364,0.01,0.069362,3.47438,1.277014,0.411714,0.157675,0.024436,3.0
653,9.39,1.5639953926802383,1.5389793879403568,3.6728286019551932,2.5257861130587282,1.7454675899028302,0.01,0.069362,3.474395,1.277054,0.411764,0.157728,0.024493,3.0
654,9.39,1.5639954824450708,1.5389794735402857,3.6728361161282645,2.525907698990347,1.7453760840696846,0.01,0.069362,3.47446,1.277216,0.411966,0.157945,0.024721,3.0
655,9.39,1.5639970635796598,1.5389809861918655,3.672937338635095,2.5275703963505887,1.744118690371462,0.01,0.069361,3.475368,1.279459,0.414751,0.160932,0.027867,3.0
656,9.39,1.5640018288412074,1.538985558272542,3.673124929593556,2.5305968118648043,1.741843888242972,0.01,0.069361,3.476925,1.283479,0.419772,0.166328,0.033558,3.0
657,9.39,1.5640324750619463,1.5390150428500515,3.673184091558772,2.5316361969170074,1.7410492146873255,0.01,0.06936,3.4776,1.284941,0.42155,0.168224,0.035547,3.0
658,9.39,1.564118518823803,1.5390976065352104,3.6731280936805737,2.5307492832486727,1.7417347144736535,0.01,0.069362,3.477118,1.283725,0.420035,0.166597,0.033832,3.0
659,9.39,1.5644043242989556,1.5393711134188324,3.6731886694678764,2.5309225621622415,1.7418785313577692,0.01,0.069362,3.47553,1.282832,0.419453,0.166139,0.03347,3.0
660,9.39,1.5647965719085688,1.5397467991941038,3.673231687163108,2.530367482892726,1.7427084301362181,0.01,0.069361,3.472671,1.280382,0.417213,0.163991,0.03139,3.0
661,9.39,1.5652671777372835,1.5401975429872539,3.673868998798713,2.5392365478363805,1.7365119584646715,0.01,0.069362,3.474346,1.290234,0.430445,0.178498,0.046894,3.0
662,9.39,1.566113374324752,1.5410078079847587,3.673519549040445,2.5319218430179493,1.7426517748336603,0.01,0.069363,3.466881,1.277985,0.416305,0.163671,0.031525,3.0
663,9.39,1.5670162326487853,1.541869633195669,3.672998390437266,2.5217567545013075,1.7509709760576648,0.01,0.069367,3.457776,1.26182,0.397331,0.143666,0.010705,3.0
664,9.39,1.5688829683054477,1.5436474011601182,3.673322284653752,2.520947800363685,1.7535693874256002,0.01,0.069373,3.44493,1.25248,0.389626,0.136634,0.004188,3.0
665,9.39,1.5715523401336031,1.546169133414691,3.6741204918129675,2.5241031804049165,1.7543186523869974,0.01,0.069385,3.426772,1.243592,0.384845,0.133485,0.002295,3.0
666,9.39,1.5734955782026319,1.5480026190871845,3.67446680166052,2.5229709434000185,1.7573549160800925,0.01,0.069393,3.412446,1.232979,0.375975,0.125332,-0.005314,3.0
667,9.39,1.575909337817555,1.550279884442971,3.6748980193048495,2.5219922152311565,1.7607042149936267,0.01,0.069398,3.395646,1.22085,0.366023,0.116267,-0.013705,3.0
668,9.39,1.5793650279787883,1.5535352052558384,3.673987623448692,2.5004461617967544,1.7795243120431823,0.01,0.069406,3.369419,1.18186,0.32207,0.070544,-0.060826,3.0
669,9.39,1.5813341745734601,1.555389147700764,3.672712523197325,2.477968134112127,1.7974211965081084,0.01,0.06941,3.354071,1.14863,0.281758,0.027677,-0.105665,3.0
670,9.39,1.5825917259184372,1.556572159721987,3.6715952196857993,2.4595071584260886,1.8117433754350634,0.01,0.069413,3.343994,1.122963,0.249911,-0.006422,-0.141525,3.0
671,9.39,1.5833580904801374,1.5572918187684432,3.670546144259491,2.443111237735959,1.8241438416593505,0.01,0.069415,3.337139,1.101529,0.222694,-0.035769,-0.172552,3.0
672,9.39,1.5838411956198435,1.557744842277448,3.6696199587468437,2.4288189587571676,1.8348575103939502,0.01,0.069417,3.331756,1.083238,0.199296,-0.061056,-0.199341,3.0
673,9.39,1.5841670115862132,1.5580493594254197,3.668948552634027,2.4184040485539366,1.8426715935990186,0.01,0.069418,3.327822,1.069892,0.182242,-0.079484,-0.21887,3.0
674,9.39,1.58450155690037,1.5583620397665052,3.6686518809633952,2.41369824439387,1.8462776487217527,0.01,0.069421,3.325746,1.063624,0.17433,-0.088006,-0.22788,3.0
675,9.39,1.584709903804199,1.558556688715225,3.668498398813038,2.4115046673875886,1.8479112464917156,0.01,0.069421,3.325207,1.060957,0.17082,-0.091831,-0.23196,3.0
676,9.39,1.584906709601792,1.5587396748600983,3.6684741583439253,2.4108806900839554,1.8484891086781106,0.01,0.069422,3.324376,1.059741,0.169463,-0.093237,-0.233406,3.0
677,9.39,1.5850744386779854,1.5588955429384248,3.668452538581056,2.4100761975640768,1.8492503867630894,0.01,0.069422,3.323065,1.058046,0.167635,-0.095108,-0.235311,3.0
678,9.39,1.5851987934805356,1.5590108420201259,3.6684096353312645,2.408943703895086,1.850243250327342,0.01,0.069423,3.321672,1.055968,0.165307,-0.097522,-0.237795,3.0
679,9.39,1.5852905183585035,1.5590959943807772,3.6688082597678378,2.414014102504229,1.8467908654824627,0.01,0.069422,3.321203,1.060923,0.172437,-0.089568,-0.229181,3.0
